estacionID,fecha,tempaire
TOTMR,2020/06/18 00:00:00,24.500,34.000,15.000
TPLMR,2020/06/18 00:00:00,27.500,35.000,20.000
TQGMR,2020/06/18 00:00:00,28.000,36.000,20.000
XICMR,2020/06/18 00:00:00,30.500,40.000,21.000
XXOMR,2020/06/18 00:00:00,27.700,35.500,20.000
YAHMR,2020/06/18 00:00:00,26.000,34.000,18.000
ZCTMR,2020/06/18 00:00:00,28.500,37.500,19.500
ACLMX,2020/06/18 00:00:00,16.000,24.000,8.000
ARBMX,2020/06/18 00:00:00,20.500,28.000,13.000
ATEMX,2020/06/18 00:00:00,17.000,24.000,10.000
ATOMX,2020/06/18 00:00:00,16.500,26.000,7.000
ATPMX,2020/06/18 00:00:00,16.000,24.000,8.000
CHDMX,2020/06/18 00:00:00,22.500,29.000,16.000
CHPMX,2020/06/18 00:00:00,19.500,29.000,10.000
CLYMX,2020/06/18 00:00:00,20.500,30.000,11.000
CNPMX,2020/06/18 00:00:00,17.500,27.000,8.000
COBMX,2020/06/18 00:00:00,14.300,21.600,7.000
EMOMX,2020/06/18 00:00:00,17.000,29.000,5.000
GRDMX,2020/06/18 00:00:00,18.000,27.000,9.000
HPNMX,2020/06/18 00:00:00,12.500,19.000,6.000
K27MX,2020/06/18 00:00:00,19.000,28.000,10.000
MBLMX,2020/06/18 00:00:00,19.000,26.000,12.000
OBSMX,2020/06/18 00:00:00,19.000,26.000,12.000
OCUMX,2020/06/18 00:00:00,18.700,27.000,10.500
PCGMX,2020/06/18 00:00:00,17.500,28.000,7.000
PDZMX,2020/06/18 00:00:00,15.500,20.000,11.000
PFBMX,2020/06/18 00:00:00,14.500,25.000,4.000
PIRMX,2020/06/18 00:00:00,16.500,26.000,7.000
PMNMX,2020/06/18 00:00:00,13.500,20.000,7.000
PNDMX,2020/06/18 00:00:00,14.500,25.000,4.000
PTLMX,2020/06/18 00:00:00,17.200,26.500,8.000
SADMX,2020/06/18 00:00:00,19.200,28.000,10.500
SLAMX,2020/06/18 00:00:00,17.750,25.000,10.500
SNLMX,2020/06/18 00:00:00,20.000,28.000,12.000
TTLMX,2020/06/18 00:00:00,23.500,33.000,14.000
TTQMX,2020/06/18 00:00:00,18.000,28.000,8.000
ANHNL,2020/06/18 00:00:00,31.250,37.000,25.500
ARRNL,2020/06/18 00:00:00,25.500,31.500,19.500
ASCNL,2020/06/18 00:00:00,17.500,22.000,13.000
CABNL,2020/06/18 00:00:00,28.000,33.000,23.000
CAMNL,2020/06/18 00:00:00,29.250,35.500,23.000
